Country,ISO,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4815,29.46545,0,382.0348,179.84085,1030.2747,1351.3465,1860.38755,3271.681,6177.584,4374.09525,1621.6158,2959.75365,1361.507,2283.06435,4336.5014,4254.20135,2488.30645,3107.0809,2435.47185,2652.90655,3764.46525,5042.65615,4746.9856,4283.6668,4840.4622,4670.78185,6216.1939,6597.21265,6278.17295,5682.76765,6096.3,6276.14085,3274.72915,4393.4002,6999.56845,6999.56845,4999.98205,5999.77525,5999.77525,0,0,0,0,0,0,0,0,0,0,5036.55985,4248.10505,5113.77965,6548.44225,5500.8947,7186,7760,8840,5990,9620,10 663,11459,8218,6103,7883,8130,8597,9119,11793,6723,9518,11069,8650,5443,3600,8556,10 352,8633,6190,2910,,,,,
netherlands east indies,IDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16707.9262,150337.8062,198971.0394,245354.738,230668.7513,275221.5277,171822.1834,279413.75,609630,279413.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,IRL,0,0,0,0,0,0,0,0,0,0,3504.35645,5240.7859,5120.892,0,5394.20945,2321.67425,2359.2681,2069.69385,3393.607,1496.64165,709.2029,57.91485,0,0,0,0,0,0,0,0,0,0,36981.17185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.76295,2173.33095,583.2127,1433.64655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,4324,3461,4845,4800,5898,3590,4934,4953,11216,10377,3728,12233,4098,4847,6 504,7831,18 082,36 000,2500000%,11131,9033,28768,25 305,33 403,,,,,
rhodesia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477.1299,2032.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
romania,ROU,0,0,0,0,0,0,0,0,0,0,4160.72475,0,0,744.76465,1705.94795,653.32015,925.62155,677.70535,0,611.6621,1156.2649,1458.03175,6218.226,10829.0609,12192.6,11806.501,10774.1942,10262.105,9754.08,14935.935,12599.02,0,0,0,0,0,0,0,0,9957.29,14529.515,15037.54,16053.59,16053.59,16053.59,73155.6,71123.5,88396.35,69091.4,30481.5,10160.5,7112.35,12192.6,15240.75,15240.75,20321,20321,776002.0912,899003.0721,893002.2808,900002.8653,817002.7569,0,0,0,0,0,450001.4327,400001.6122,380000.6679,420001.5404,460001.3968,460001.3968,500001.2532,480001.325,435401.8102,345200.9554,,,,,,175 000,175 200,127 450,161 865,,,,,,,,,,,,,,,,,,,,,
russia,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12192.6,0,#VALUE!,50599.29,60963,132086.5,203210,254012.5,254012.5,304815,304815,254012.5,279413.75,355617.5,406420,406420,457222.5,457222.5,508025,508025,508025,508025,914445,1016050,1041451.25,1066852.5,1148136.5,1320865,2794137.5,3048150,3556175,4064200,4267410,4369015,4369015,4673830,4775435,5080250,5080250,5181855,4300013.012,4100012.714,4200012.355,4300013.012,4300013.012,0,0,0,0,0,6400019.698,6400019.698,6400019.698,6300019.041,6200018.384,6400019.698,6275019.131,5700017.131,5900017.429,5750016.951,9 246 000 ,7870 000 ,4578 000 ,4260 000 ,3633 000 ,3706 000,3928 000,3991000,3488 400,3 500 000,5089 000,4805000,4585700,5441800,6017 600,6 409 300,6399 200,6053 900,5675000,5775000,5035 000,5380 000,5166 000,5322 000,5589 000,,,,,
Sarawak,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138506.92,210167.9104,289401.5215,257455.8935,229077.617,157734.6502,160535.9,137332.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saudi arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,235811,206 299,760 114,1044 360,1964 514,,,,,
serbia and montenegro,SCG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,630 000,630 000,611 500,540 051,610 000,672 345 ,,,,,,,,,,,,,,
sierra leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0642,0,0,19950.14175,130479.1089,207274.2,275172.7573,334543.607,469720.9311,442320.0947,449001.6395,590001.9461,693001.9828,693001.9828,672002.2614,0,0,0,0,0,673971.3663,609626.9519,630102.3915,785202.424,1041203.334,1184503.978,1242003.263,1391003.948,1403004.514,1548005.01,1445120,1376 200 ,1256 900 ,1164 600 ,599 300,,,,,,,,,,,,1071140,1169 036,954 370,757 000,1089 131,1457 507,776 000,616 000,1161 000,,,,,
southern rhodesia,ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.025,1841.0826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.408,323.1039,0,1320.865,2540.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11696.7676,5187.9513,5734.5862,6390.9545,7032.08205,7391.76375,8344.81865,7658.9849,2572.6386,5594.3713,6046.51355,6096.3,6771.97325,4162.75685,3977.83575,4757.1461,5776.24425,4752.06585,4999.98205,4999.98205,5999.77525,8000.3777,8000.3777,0,0,0,0,0,9632.154,8930.06345,6999.56845,5208.2723,9999.9641,2427.34345,3000.39565,1049.57965,2500.49905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988203.05,3430184.8,3454570,3404783.55,3253219.372,3482151.693,3992949.494,4359870.55,5562873.75,5466349,5660414.55,6236514.9,6011017.843,6717020.186,6777019.97,6719019.772,6853020.51,0,0,0,0,0,4893014.338,4125012.625,3060009.336,2793008.668,3375010.237,3738011.372,3731010.788,2522007.812,3434010.228,3457358.041,3266759,3136 341 ,3251900,3156 100 ,3765900,3530210,3702527,3877183,3931108,3714 595,3610381,4393640,4001602,4215061,4051700,4756 998,4945 353,5273195,5333031,3388 419,3096 650,3236 111,2904 509,2670683,2707 720,,,,,
tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1640,5373,5003,20601,122 920,39 326,29 520,28,434,39977,25 641,,,,
turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468.5879,10283.44205,32279.9085,21490.47355,20321,20321,51000.62975,153000.8732,259000.2895,362001.3422,460001.3968,0,0,0,0,0,546547.5197,589728.6287,508392.8101,306351.2676,110079.8731,213752.5348,280401.3506,259075.4772,269438.1711,544402.6382,772 673 ,483 598 ,612 996 ,594 600,445 000 ,232278,544 513,369 482,458 028,207 743,458 537,242 040,287 403,364 306,365800,356 480,771227,863 404,900 000,406 700,1311064,1024915,1521150,795 562,800 000,,,,,
unfederated malay states,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5778,19304.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united kingdom,GBR,6152.18275,8418.9903,11911.15415,10494.78045,14960.3202,9742.90345,9368.99705,11196.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
united states,USA,213615.3681,222838.0539,301808.5081,431922.855,577817.4745,615442.8221,382609.8843,326464.9934,0,0,531079.1745,353148.4985,321620.467,398545.6125,326091.087,381451.5873,371647.7209,335918.3226,199039.1148,97895.40145,156650.5248,160371.2999,237666.2876,377975.6803,426976.7236,315906.2018,381330.6774,445957.5537,952089.6525,2643796.646,6332920.772,2869044.77,996754.1945,1121774.067,1221347.983,1480535.225,1167230.112,1355946.158,1893994.42,1693803.104,1605084.667,2026822.636,1817043.873,1771324.671,1436886.733,1332041.55,1727285,2030067.9,1247709.4,1390972.45,1549476.25,1626696.05,1680546.7,1824825.8,1680546.7,1691723.25,1824825.8,2115006.632,2020005.957,1841005.38,1909005.543,1998006.442,0,0,0,0,0,1559004.767,1510004.74,732002.046,679001.8298,856002.8201,674001.8478,510001.2173,576001.7932,588001.3437,670001.6589,495 000,50 000 ,45 000,55 000,"100,000",258 000,233 000,197 981,225288,270 000,"200,000","200,000","200,000","200,000","200,000",121187,361047,141914,98 796,30 240,59 143 ,63 121 ,128 152 ,128 100 ,128 100 ,,,,,
venezuela,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245157.6243,521505.9514,701772.5264,771422,1997 066,1117525,2914 446 ,4772 900 ,5020 440,4834052,4966 794,4825647,4166 450,4360720,4584 803,5190 806,5445 516,5814705,5900 000,5928 000,5323 300,4192 000,4267 200,3126242,2454769,2285949,2341155,2315787,,,,,
vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,30 000,30 000,30 000,30 000,16000,20000,20000,20000,20000,55 000,60 000,80000,80000,80000,80000,100 000,100 000,482 000,1090 000,,,,,
yugoslavia,"BIH, HRV, MNE, MKD, SRB, SVN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.61865,5139.1809,7532.9947,23144.60295,22725.99035,20876.77935,24283.595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zimbabwe,ZWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia & Herzegovina,BIH  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787409,738609,740384,760244,1043343
Croatia,HRV  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900,9780,12215,11780,14342
France (a),FRA  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,70000,70000,70000,70000
Greece,GRC  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831000,1880000,1927000,1607000,1492000
Hungary,HUN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300,16700,1300,4200,
Montenegro,MNE  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50369,516200,927847,468164,774725
Russia,RUS  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398000,5432000,5523000,5651000,5574000
Turkey,TUR  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518550,989156,1719144,678138,700000
Ghana,GHA  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014605,1143676,1476966,1011302,1116334
Guinea (b),GIN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20905000,32424000,51701000,59573707,70173326
Mozambique,MOZ  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4985,1451,3182,9912,8024
Sierra Leone,SLE  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435195,1429600,1823570,2034360,1962500
Tanzania,TZA  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,73,12,7,
Dominican Republic,DOM  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724162,7318,,,
Jamaica,JAM  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9628824,8540130,8244628,10058228,9022286
USA (c)(d),USA  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483695,272908,352096,399712,154870
Brazil,BRA  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37057000,39244200,39244200,38122500,31937900
Colombia,COL  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,693,2400,13666,533
Guyana,GUY  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526467,1479090,1459223,926053,1919747
Suriname,SUR  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865148,,,,
Venezuela,VEN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991810,340000,242099,92000,50000
China,CHN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60787599,66157689,69000000,70751214,62000000
India (e),IND  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28123789,24745487,22786106,23687721,22073398
Indonesia,IDN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611000,1485000,4200000,13243197,16592739
Iran (f),IRN  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840681,868255,1046634,805231,805200
Kazakhstan,KAZ  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682600,4801300,4846100,5736200,3811700
Malaysia,MYS  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27700000,6670000,810000,589684,900561
Pakistan (h),PAK  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24689,57024,75375,145189,93308
Saudi Arabia,SAU  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022000,4768000,4117000,4323000,4780800
Vietnam,VNM  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000,1400000,2800000,3569700,3200000
Australia,AUS  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80909261,83517148,89420589,95947593,105543787
Fiji,FJI  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120726,59500,60000,58000,
Solomon Islands,SLB  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000,234000,524000,1646000,1234000
